B,H,Q,pattern,latency_ms,latency_ms_pass_min,latency_ms_pass_max,pass_spread,tflops,tflops_pass_min,tflops_pass_max,adjacent_overlap,unique_kv,reuse_factor,c4_consecutive_fraction,pass_count
128,32768,256,csa_trace_replay,18.376736640930176,18.37104034423828,18.38243293762207,0.0006201387167146244,508.56960714457284,508.4119641730605,508.7272501160852,0.5912311628753064,2333472,28.75923259417726,0.45234091921095276,2
128,32768,256,original_strided,19.978864669799805,19.977920532226562,19.979808807373047,9.451810279448303e-05,467.7867842557873,467.7646781408213,467.80889037075343,0.06248821183746936,4225171,15.88311194978854,,2
128,32768,1024,csa_trace_replay,77.4164924621582,77.31414031982422,77.51884460449219,0.002647695283439333,482.88755405393283,482.2491296808834,483.52597842698225,0.5879244389538658,3244396,82.7381910223043,0.4361644528383378,2
128,32768,1024,original_strided,78.9932632446289,78.81954956054688,79.16697692871094,0.004407883197774076,473.2501810474422,472.2094589774139,474.29090311747046,0.06135720917672822,4323406,62.088884550745405,,2
128,32768,2048,csa_trace_replay,153.69722747802734,153.4698486328125,153.9246063232422,0.002963172860864116,486.45610302264674,485.7364425006714,487.17576354462204,0.5557068199079445,3571820,150.30738167096885,0.4310215541294643,2
128,32768,2048,original_strided,156.6626205444336,155.74342346191406,157.58181762695312,0.011803992259670881,477.26358999167667,474.46330937599066,480.0638706073627,0.060421780137591787,4454413,120.52562526195932,,2
128,65536,64,csa_trace_replay,5.074431896209717,5.010879993438721,5.137983798980713,0.025365565670784962,460.5104150568838,454.74300823749456,466.27782187627304,0.35459851461743547,2732032,6.140929535232384,0.35796724980124756,2
128,65536,64,original_strided,5.926432132720947,5.9113922119140625,5.941472053527832,0.005088453030259954,394.24685953659605,393.2463517415171,395.2473673316749,0.032335311647445436,7373676,2.2752852173054525,,2
128,65536,256,csa_trace_replay,18.667360305786133,18.58448028564453,18.750240325927734,0.008919272303312242,500.66173863661595,498.4388825764868,502.88459469674507,0.3866701612285539,3941496,17.02624181275333,0.3682512555803572,2
128,65536,256,original_strided,21.904271125793457,21.90355110168457,21.904991149902344,6.574496578615197e-05,426.6678764393681,426.65385126794104,426.6819016107952,0.032053479961320464,8415315,7.9746110513985515,,2
128,65536,1024,csa_trace_replay,78.06516647338867,77.86825561523438,78.26207733154297,0.00505753870042458,478.8772622271366,477.66934662385825,480.0851778304149,0.41883797892610586,5304788,50.60248515115024,0.3746767883897994,2
128,65536,1024,original_strided,85.86724853515625,85.72828674316406,86.00621032714844,0.0032419122619002927,435.3638190292843,434.6592554442976,436.068382614271,0.031045460631071296,8515530,31.52304742041893,,2
128,65536,2048,csa_trace_replay,154.7379608154297,154.5926971435547,154.8832244873047,0.0018793083316233083,483.18367507410227,482.7300757474636,483.6372744007409,0.47192740615076945,5816904,92.29495828021228,0.3896063713178243,2
128,65536,2048,original_strided,170.0452117919922,169.7013702392578,170.38905334472656,0.004052313216441394,439.6895131767933,438.8004347761815,440.5785915774052,0.030610511753695384,8646622,62.09024888563418,,2
